目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
1590,3,83.15,80.48,74.05,88.88,69.67,80.52,84.44,92.2,1,16,2,8,4,4,0,1990,6,7,5,7,30.0,18,18,60,10,0
1591,3,69.83,75.37,63.08,66.66,71.51,66.66,75.48,67.01,2,31,1,8,5,6,1,1989,6,8,4,2,39.0,30,32,14,5,0
1592,3,66.51,68.71,59.33,62.97,61.8,60.84,62.09,62.55,1,21,2,8,5,6,1,1984,6,12,3,4,90.0,60,58,20,0,0
1593,3,77.81,70.96,59.33,73.19,71.28,74.7,64.37,70.76,1,5,1,3,3,7,0,1973,6,23,5,2,40.0,28,35,0,0,0
1594,3,58.0,63.0,62.94,73.61,72.97,69.41,71.04,69.98,2,2,2,5,4,5,2,1982,4,14,5,2,40.0,35,24,30,20,0
1595,3,77.81,77.8,77.81,77.77,80.84,77.77,77.77,77.76,2,3,2,2,3,2,0,2000,4,2,4,5,50.0,40,30,10,10,0
1596,3,71.68,68.81,66.69,71.24,62.11,75.03,73.38,73.66,2,18,2,7,4,6,1,1984,6,11,5,2,14.0,8,8,30,5,0
1597,3,91.69,91.59,85.31,96.3,84.33,97.25,88.82,99.98,2,8,1,5,3,5,1,1987,8,7,4,7,26.0,16,12,30,0,0
1598,3,87.22,84.1,74.05,85.61,75.76,83.6,77.71,85.2,1,8,2,6,3,2,0,1992,6,5,5,5,20.0,10,18,60,8,0
1599,3,65.39,64.67,70.44,66.66,61.64,63.59,64.37,62.55,2,30,1,5,3,5,1,1989,5,7,5,7,22.0,13,16,10,5,0
1600,3,71.11,59.99,59.33,67.13,61.86,66.66,62.23,59.23,1,7,1,3,3,2,0,1985,5,12,5,3,36.0,29,30,20,0,0
1601,3,81.49,85.63,85.17,77.77,82.78,83.06,82.16,88.87,2,40,1,15,4,5,2,1980,6,15,2,2,30.0,19,13,0,0,1
1602,3,73.39,71.51,74.05,78.19,72.75,69.41,79.87,69.98,1,5,2,10,4,5,2,1988,6,8,3,3,25.0,20,20,0,0,0
1603,3,85.78,86.39,85.17,77.77,87.09,88.88,77.77,85.54,2,38,1,11,5,6,1,1981,6,16,7,9,36.0,24,30,0,0,1
1604,3,80.95,78.17,77.81,85.19,85.79,74.7,79.93,73.66,2,26,1,3,2,3,0,1992,6,7,3,5,16.0,11,11,30,0,0
1605,3,86.89,85.63,81.56,81.93,81.0,80.52,84.44,84.77,2,30,3,2,4,6,1,1990,5,8,3,5,18.0,10,8,35,5,0
1606,3,75.96,77.8,70.44,77.77,74.69,69.74,75.48,77.76,2,41,1,6,5,6,1,1979,6,17,5,4,28.0,19,20,0,0,0
1607,3,84.26,74.52,70.44,76.87,79.0,77.77,77.77,81.09,1,10,2,3,1,1,0,1990,6,7,6,4,28.0,23,20,0,0,0
1608,3,93.91,93.33,96.28,96.3,89.95,97.25,89.08,88.52,2,25,1,20,3,5,1,1978,6,20,4,2,20.0,9,10,25,0,0
1609,3,77.81,83.81,77.81,77.77,77.76,77.77,77.77,77.76,1,10,1,5,5,6,1,1993,6,5,4,8,30.0,25,10,0,0,0
1610,3,56.69,55.58,55.58,55.55,55.55,55.56,55.56,55.55,2,35,1,15,3,5,1,1985,4,11,4,3,34.0,24,18,20,10,0
1611,3,61.68,59.23,66.69,62.5,61.64,66.66,68.75,58.88,2,5,2,5,3,5,1,1980,5,16,3,6,50.0,39,40,20,10,0
1612,3,66.15,68.57,74.05,63.4,63.47,67.2,64.7,62.55,1,12,2,10,3,5,1,1985,4,11,5,5,14.0,9,10,21,8,0
1613,3,85.04,78.93,74.05,81.45,82.78,78.1,77.79,81.44,1,27,2,5,3,5,1,1981,6,16,4,3,16.0,13,11,0,0,0
1614,3,79.84,77.8,85.17,77.77,77.76,83.6,77.77,77.76,2,31,1,6,3,5,1,1989,6,8,1,5,18.0,11,13,30,10,0
1615,3,85.24,71.61,70.44,69.92,75.82,77.77,66.67,62.55,1,12,2,11,3,5,1,1985,4,11,5,5,16.0,10,9,16,12,0
1616,3,71.59,65.46,55.58,74.5,71.61,77.77,81.97,77.76,2,45,1,20,4,5,2,1975,5,21,7,3,17.0,10,11,20,5,0
1617,3,84.38,87.9,81.41,85.19,62.34,75.56,82.16,69.91,2,15,3,6,3,5,1,1980,4,15,5,4,28.0,20,16,15,20,0
1618,3,87.81,86.89,85.17,89.77,85.63,86.14,84.49,84.77,2,35,3,9,5,6,2,1985,6,12,5,2,25.0,15,16,0,0,1
1619,3,71.3,71.51,63.08,74.5,76.52,71.95,71.24,66.66,1,12,1,5,3,2,0,1993,8,4,3,8,35.0,10,25,31,0,0
1620,3,85.04,85.63,74.2,85.61,85.85,86.14,84.31,84.77,2,24,1,3,5,6,1,1981,3,13,4,2,35.0,20,26,20,15,0
1621,3,69.45,82.22,66.69,78.24,68.43,79.99,88.88,81.87,2,29,2,8,3,5,1,1991,6,7,4,4,42.0,22,35,0,0,0
1622,3,85.04,81.46,77.81,81.45,77.76,80.52,86.79,81.87,1,7,2,10,4,5,2,1988,6,8,3,3,50.0,35,30,0,0,0
1623,3,72.22,77.8,81.56,84.72,77.6,72.49,80.07,78.54,2,31,1,10,5,6,1,1989,6,8,4,4,40.0,15,12,30,26,0
1624,3,71.3,74.11,66.54,67.08,81.0,82.73,73.34,84.77,2,25,1,15,3,5,1,1983,6,14,5,4,40.0,19,11,20,30,0
1625,3,64.31,70.59,74.05,62.5,74.52,83.39,80.05,81.52,2,36,1,10,3,5,1,1983,6,14,2,3,47.0,29,16,20,25,0
1626,3,66.18,62.42,55.58,58.81,60.34,66.66,68.76,70.76,2,51,1,17,5,6,1,1968,5,30,3,2,43.0,38,34,7,0,0
1627,3,61.71,70.38,66.69,66.66,66.65,66.66,71.1,66.66,2,15,1,2,4,4,0,1994,6,5,1,4,60.0,30,46,15,15,0
1628,3,66.69,77.8,70.3,77.77,75.99,77.77,77.77,74.44,2,27,1,3,3,5,1,1993,6,4,6,8,18.0,8,12,25,10,0
1629,3,70.57,72.49,74.05,70.82,66.82,71.95,73.38,73.66,1,11,2,12,3,5,1,1985,5,12,3,5,15.0,9,10,21,21,0
1630,3,86.75,80.85,88.77,92.56,82.94,79.99,79.81,85.54,2,4,3,2,4,5,2,1989,3,7,7,9,21.0,15,8,30,20,0
1631,3,77.63,75.09,77.81,77.77,80.78,75.23,73.2,74.44,1,20,3,11,5,6,1,1989,6,10,5,5,20.0,11,10,0,0,0
1632,3,69.65,66.69,70.44,69.92,72.75,66.66,66.67,66.66,1,10,1,6,3,5,1,1991,5,6,6,7,35.0,25,27,10,6,0
1633,3,84.32,86.52,81.56,85.61,85.79,86.14,86.59,85.54,2,29,1,7,3,5,1,1990,5,7,5,7,40.0,18,30,14,6,1
1634,3,89.14,86.6,92.53,89.3,90.81,78.31,86.41,76.99,1,15,1,8,3,5,1,1989,5,8,5,2,40.0,18,30,12,9,1
1635,3,87.22,87.65,92.67,85.61,85.63,80.52,84.49,84.77,2,10,1,8,5,6,1,1980,6,18,5,2,60.0,24,20,15,25,0
1636,3,84.5,80.81,66.69,74.5,77.6,72.49,86.59,78.54,2,5,3,10,4,6,1,1990,6,10,5,5,15.0,10,9,0,0,0
1637,3,69.11,74.15,74.05,74.5,72.75,77.77,75.48,67.01,2,32,2,8,6,6,1,1988,4,12,6,6,18.0,12,8,30,0,0
1638,3,90.83,86.34,85.31,77.77,83.91,77.77,73.34,93.32,2,25,1,18,3,5,1,1980,5,16,4,5,16.0,10,10,20,10,0
1639,3,88.92,99.03,88.92,99.98,93.89,99.99,99.99,99.98,2,35,2,10,5,6,1,1984,5,12,4,2,30.0,11,10,18,33,0
1640,3,67.42,70.38,66.69,81.03,77.54,66.66,75.49,70.76,1,12,2,11,3,5,1,1985,6,12,5,5,16.0,11,11,19,19,0
1641,3,87.07,83.24,85.17,81.45,85.63,83.06,82.15,77.76,1,20,1,6,3,5,1,1990,6,7,3,2,20.0,15,10,28,8,0
1642,3,67.8,77.8,77.81,77.77,77.76,72.49,77.77,77.76,2,25,2,6,3,2,0,1995,6,3,4,8,35.0,18,15,30,15,0
1643,3,67.8,70.96,70.44,66.66,69.73,69.41,71.24,69.98,2,35,1,7,3,5,1,1985,6,12,4,2,30.0,15,20,21,5,0
1644,3,63.61,56.74,55.58,55.55,55.55,52.48,55.56,52.22,2,10,2,3,3,5,1,1979,5,15,4,4,50.0,10,20,20,25,0
1645,3,83.93,84.65,81.56,84.72,84.02,80.52,84.49,84.77,2,20,2,6,3,5,1,1984,6,11,1,4,18.0,5,14,20,25,0
1646,3,73.21,79.54,77.81,74.08,69.73,80.85,75.49,70.76,1,17,2,7,5,6,1,1987,4,11,5,6,17.0,13,10,25,0,0
1647,3,73.39,75.78,74.05,77.77,77.76,75.03,75.68,74.44,2,30,1,8,3,2,0,1990,6,7,8,10,16.0,10,9,22,8,0
1648,3,70.25,86.08,85.02,88.88,82.78,80.85,86.59,88.52,2,14,2,12,5,6,1,1981,4,17,8,10,20.0,12,13,15,8,0
1649,3,82.8,81.36,74.05,81.45,84.02,86.14,82.15,74.44,2,31,2,6,3,5,1,1988,5,7,6,2,25.0,15,20,0,0,0
1650,3,76.1,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,10,1,5,3,5,1,1990,6,6,4,4,30.0,20,22,50,10,0
1651,3,98.19,91.71,85.17,81.45,84.02,86.67,80.07,85.2,1,14,3,10,2,3,0,1991,5,8,7,9,30.0,12,20,19,6,1
1652,3,68.73,72.77,70.3,66.66,66.65,71.95,71.04,66.66,2,25,2,5,4,6,1,1994,6,3,3,8,30.0,8,15,0,0,0
1653,3,76.94,80.99,88.92,85.61,82.55,86.14,84.31,81.09,1,10,1,5,3,5,1,1985,5,13,7,3,30.0,20,20,20,5,0
1654,3,84.5,77.04,81.41,81.03,71.51,80.52,84.3,85.2,2,40,2,15,4,5,2,1980,5,17,6,2,60.0,30,40,10,10,0
1655,3,79.45,86.32,62.94,88.88,68.43,88.88,91.16,81.87,1,10,2,7,3,5,1,1990,4,7,4,7,52.0,28,36,0,10,0
1656,3,73.53,81.09,85.17,85.19,80.84,80.52,84.44,81.44,2,38,1,15,5,6,1,1981,6,15,7,9,40.0,35,22,0,0,0
1657,3,74.67,77.8,63.08,77.77,82.3,77.77,86.6,88.87,2,20,1,10,4,4,0,1983,6,12,7,9,60.0,55,40,20,20,0
1658,3,70.57,68.68,70.44,66.66,71.67,71.95,73.38,70.33,2,10,1,5,4,6,1,1982,6,15,4,1,60.0,18,50,0,0,0
1659,3,82.8,80.23,77.81,74.5,74.69,85.81,80.05,81.09,1,5,3,7,4,4,0,1993,5,6,4,8,40.0,20,20,40,8,0
1660,3,79.84,74.52,70.44,77.77,77.99,80.85,75.62,73.66,2,45,2,15,4,5,2,1975,8,22,3,2,60.0,50,46,0,0,0
1661,3,78.55,73.54,70.44,70.82,74.52,71.95,77.76,78.11,2,40,1,15,4,5,2,1980,4,16,3,2,50.0,45,46,0,0,0
1662,3,77.81,77.8,77.81,77.77,77.76,83.27,77.77,77.76,1,12,1,10,6,6,2,1987,6,11,4,1,60.0,50,50,10,0,0
1663,3,76.89,75.13,88.92,84.72,82.61,80.52,84.49,77.34,2,41,2,20,4,5,2,1978,5,19,7,9,40.0,30,24,0,0,0
1664,3,85.55,85.15,81.56,85.19,77.82,85.81,86.6,88.87,1,15,1,10,3,5,1,1985,8,11,3,1,65.0,34,45,30,10,0
1665,3,77.63,80.48,85.31,81.93,85.79,89.21,84.63,74.44,1,23,2,5,5,6,1,1982,5,16,5,2,68.0,27,17,15,26,0
1666,3,89.9,81.09,85.17,81.93,80.84,77.77,82.16,81.87,2,10,2,8,5,6,1,1981,5,14,5,2,55.0,22,15,20,30,0
1667,3,80.77,83.52,85.17,88.45,82.61,86.14,82.16,88.45,2,10,1,8,5,6,1,1984,3,16,5,1,55.0,22,19,20,33,0
1668,3,81.69,85.91,85.17,81.03,82.78,86.14,82.16,81.87,2,10,1,8,5,6,1,1982,6,13,5,2,66.0,38,23,25,20,0
1669,3,69.45,67.95,62.94,77.77,75.99,77.77,80.07,81.44,2,29,2,8,1,1,0,1991,6,8,7,9,25.0,15,15,20,7,0
1670,3,84.32,82.22,77.81,81.45,74.69,74.7,80.05,84.77,1,15,2,5,3,5,1,1986,6,10,3,4,20.0,15,15,0,12,0
1671,3,57.23,64.95,66.69,58.81,59.04,75.03,62.02,70.33,2,20,2,18,4,5,2,1980,5,19,4,6,40.0,21,21,0,15,0
1672,3,85.37,82.07,81.56,85.19,80.84,80.85,86.6,80.67,2,5,1,8,3,5,1,1990,6,6,4,4,20.0,12,14,20,0,0
1673,3,83.39,78.93,66.69,81.03,71.45,69.41,82.15,85.2,2,32,1,6,3,5,1,1987,6,8,3,4,22.0,15,15,15,0,0
1674,3,96.16,95.58,85.17,93.03,95.13,94.7,88.94,89.65,2,10,2,6,3,5,1,1989,6,7,3,3,28.0,8,14,0,25,1
1675,3,96.48,98.01,85.17,93.03,87.57,86.14,84.49,88.87,2,10,1,12,5,6,1,1985,6,8,3,7,30.0,16,20,0,0,1
1676,3,80.58,79.83,85.17,81.03,77.76,86.14,77.77,81.44,2,28,1,7,3,2,0,1992,5,6,4,4,15.0,9,10,15,10,1
1677,3,77.81,84.46,77.81,77.77,77.76,85.81,80.05,81.44,1,14,1,7,4,2,0,1991,6,7,8,10,18.0,10,12,10,10,0
1678,3,83.21,84.46,77.81,81.93,77.76,77.77,82.15,77.76,1,12,1,5,3,2,0,1993,6,5,7,9,16.0,10,9,22,10,0
1679,3,82.65,67.95,62.94,66.66,66.65,66.66,75.48,77.76,2,40,1,20,3,5,1,1980,6,17,6,2,30.0,25,25,10,0,0
1680,3,81.17,88.92,81.56,81.93,79.54,77.77,84.44,82.22,1,6,2,4,1,1,0,1990,5,6,3,5,50.0,45,46,10,10,1
1681,3,69.27,66.69,66.69,66.66,71.45,66.66,68.76,66.66,1,6,2,4,1,1,0,1990,6,6,3,5,50.0,40,40,10,10,0
1682,3,74.98,74.52,77.66,78.19,74.63,78.1,71.24,75.21,2,3,4,4,5,6,2,1986,6,11,3,8,15.0,8,9,30,10,0
1683,3,72.28,76.54,77.81,77.77,77.76,77.77,77.77,77.76,2,5,3,5,4,5,2,1991,4,6,2,4,15.0,10,10,25,10,0
1684,3,88.95,82.59,77.81,91.67,87.47,94.5,86.53,84.42,2,28,1,4,3,5,1,1992,6,4,4,8,24.0,10,9,40,10,0
1685,3,77.81,77.8,77.81,77.77,80.84,77.77,77.77,77.76,2,40,1,15,3,5,1,1980,5,17,7,9,30.0,20,26,0,0,0
1686,3,55.58,55.58,55.58,55.55,58.62,55.56,57.65,48.11,1,5,4,5,2,3,0,1993,4,5,4,7,20.0,12,10,30,20,0
1687,3,72.41,74.52,77.81,74.5,79.7,86.14,91.16,85.54,2,29,1,8,4,2,0,1992,6,5,5,2,20.0,14,10,50,5,0
1688,3,56.5,51.16,48.07,44.43,50.53,55.56,57.65,70.41,1,13,1,6,1,1,0,1992,5,6,3,4,20.0,10,12,28,0,0
1689,3,77.81,81.97,88.92,81.93,73.03,75.56,77.73,77.34,1,15,1,5,4,6,1,1982,6,15,4,1,60.0,18,50,0,0,0
1690,3,80.77,76.54,74.2,77.77,84.08,88.88,84.44,88.87,2,20,1,15,3,5,1,1976,6,20,4,7,20.0,14,14,0,0,0
1691,3,83.21,85.63,85.17,81.45,85.85,83.6,84.49,81.44,1,11,2,5,3,2,0,1994,6,4,4,7,29.0,12,23,18,6,0
1692,3,82.95,85.11,92.53,99.98,81.31,77.77,91.11,92.63,2,10,3,3,3,5,1,1987,6,8,1,5,10.0,5,8,10,6,0
1693,3,79.66,79.83,77.81,81.03,77.82,77.77,80.05,81.44,2,27,1,3,3,5,1,1993,6,3,4,8,39.0,11,24,18,5,0
1694,3,70.57,65.62,63.08,73.61,69.79,69.95,71.18,69.21,2,32,1,12,3,5,1,1988,6,10,2,2,30.0,18,15,0,0,0
1695,3,66.69,75.03,55.58,74.5,74.69,69.74,64.31,66.66,1,8,1,3,5,6,1,1989,5,8,4,7,35.0,13,6,20,26,0
1696,3,67.42,62.42,62.94,66.66,60.34,71.95,59.93,66.66,2,10,2,3,4,5,2,1985,5,12,4,7,30.0,20,8,30,20,0
1697,3,68.54,72.49,62.94,55.55,57.32,55.56,64.57,62.55,2,12,2,2,2,3,0,1994,6,6,1,8,50.0,20,30,20,15,0
