目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
49,1,62.94,76.54,62.94,79.08,47.98,74.7,77.77,77.76,1,6,1,11,4,6,1,1987,6,11,2,2,20.0,12,7,0,0,0
50,1,79.12,85.15,85.17,81.45,87.09,83.6,86.53,81.09,2,36,1,5,2,3,0,1984,6,13,5,4,20.0,12,14,0,0,0
51,1,95.43,99.03,92.67,99.98,95.13,99.99,99.99,92.55,2,29,1,8,3,5,1,1990,8,4,4,2,20.0,12,7,20,30,0
52,1,68.54,75.37,62.94,71.71,49.29,55.56,70.91,55.12,2,11,1,4,3,5,1,1985,6,11,4,7,25.0,10,10,20,28,0
53,1,91.49,93.95,73.9,96.72,88.87,88.55,91.16,92.55,2,31,2,6,5,6,1,1989,6,7,6,4,23.0,11,6,20,30,0
54,1,77.81,80.2,85.17,81.03,80.78,77.77,82.15,85.2,2,39,1,15,3,5,1,1981,5,15,4,1,39.0,36,30,14,16,0
55,1,78.92,78.56,66.69,77.77,79.54,80.85,80.05,81.44,2,36,1,14,5,6,1,1984,4,14,4,4,30.0,12,15,30,0,0
56,1,79.84,86.89,85.17,81.03,77.93,77.77,84.44,82.22,1,15,3,6,4,5,2,1982,6,15,7,9,36.0,12,15,35,5,0
57,1,79.66,88.92,77.81,81.03,82.55,88.88,82.15,88.87,2,15,2,14,5,6,1,1981,4,15,6,4,30.0,12,26,15,6,0
58,1,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,60,1,30,3,5,1,1960,5,38,4,1,35.0,12,19,15,0,0
59,1,87.09,87.38,74.05,92.56,86.02,86.14,93.14,89.22,1,20,1,3,3,2,0,1990,6,7,5,2,40.0,20,20,0,0,0
494,1,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,1,10,1,11,3,5,1,1981,6,16,3,5,13.0,7,4,20,0,0
495,1,62.6,60.7,66.69,67.55,68.65,61.71,59.95,73.66,2,15,1,12,3,5,1,1978,6,17,3,3,28.0,11,17,0,25,0
496,1,86.09,92.48,85.17,88.45,84.02,86.14,86.54,92.55,2,10,1,8,5,6,1,1985,6,10,6,3,22.0,11,13,10,0,1
497,1,81.69,75.52,81.56,78.19,75.82,75.56,82.16,78.54,2,30,1,8,4,2,0,1989,6,7,5,1,20.0,9,15,35,0,0
498,1,82.1,85.26,81.56,85.61,77.82,83.6,80.01,73.24,2,38,1,15,3,5,1,1982,6,15,5,5,20.0,15,10,25,5,0
499,1,69.83,72.09,77.81,77.77,74.69,72.49,71.04,77.76,2,36,1,8,3,5,1,1983,5,12,6,4,25.0,18,10,50,0,0
500,1,85.04,90.18,81.56,84.72,88.87,75.56,73.14,85.54,2,21,2,10,5,6,1,1985,4,11,4,2,23.0,14,19,0,0,0
501,1,66.69,67.95,62.94,66.66,66.65,63.92,75.48,63.33,1,20,1,5,3,5,1,1982,5,14,6,7,20.0,8,10,20,10,0
502,1,81.49,84.5,81.56,85.61,83.85,80.52,84.49,81.87,2,40,1,16,3,5,1,1980,6,16,5,2,35.0,33,30,12,14,0
503,1,85.78,87.65,81.56,88.88,84.08,80.85,88.88,82.22,2,37,1,15,3,5,1,1983,6,15,5,6,80.0,75,50,20,5,0
504,1,82.23,81.86,81.56,82.35,87.09,83.6,84.44,78.11,2,34,2,10,3,5,1,1986,6,10,5,3,30.0,15,20,20,0,0
505,1,80.77,80.81,88.92,77.77,85.63,77.77,82.15,85.54,2,33,3,3,2,3,0,1987,5,10,5,6,32.0,12,10,18,30,0
506,1,69.65,64.57,62.94,66.19,74.85,74.7,71.09,70.33,2,20,2,8,3,5,1,1974,5,23,4,6,30.0,14,16,20,0,0
507,1,76.7,83.39,88.92,85.61,77.76,88.88,86.59,85.54,2,38,1,15,3,5,1,1982,8,15,5,3,70.0,50,50,10,0,0
508,1,70.76,88.92,81.41,89.35,93.35,83.06,75.43,77.76,2,24,2,1,1,1,0,1996,6,3,7,9,50.0,25,35,25,10,0
509,1,83.04,82.63,77.81,85.61,87.09,77.77,79.87,84.77,1,30,1,20,3,5,1,1980,5,17,4,2,55.0,22,25,20,20,0
510,1,79.84,80.81,88.92,81.03,83.85,80.52,80.12,81.09,2,35,2,3,3,5,1,1985,5,12,6,7,40.0,16,10,18,25,0
511,1,84.67,85.63,85.17,81.45,85.63,83.6,79.87,84.77,2,34,1,13,3,5,1,1986,6,13,5,4,70.0,60,50,20,8,0
512,1,82.1,82.63,81.56,85.61,87.09,83.6,80.07,77.76,2,34,2,13,3,5,1,1986,4,13,5,5,80.0,75,50,20,7,0
513,1,82.1,81.36,81.56,85.61,81.0,80.52,84.44,78.11,2,36,2,15,3,5,1,1984,6,15,5,4,50.0,40,40,20,5,0
514,1,76.7,77.8,77.81,74.08,77.76,77.77,77.77,77.76,2,39,1,15,4,5,2,1981,8,15,5,3,60.0,50,50,20,0,0
515,1,68.73,71.91,70.44,70.82,72.91,72.49,64.57,69.98,1,15,1,10,3,6,1,1986,5,10,5,3,40.0,35,36,15,5,0
516,1,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2,20,2,12,5,6,1,1988,5,10,1,2,13.0,7,3,0,50,0
517,1,79.27,81.09,77.81,78.19,75.99,77.77,71.04,81.87,2,15,2,5,3,5,1,1987,6,10,5,4,15.0,12,10,25,10,0
518,1,81.69,79.83,74.2,85.19,82.61,83.6,86.79,81.44,1,20,1,10,5,6,2,1985,5,10,7,9,29.0,24,12,35,0,0
519,1,81.69,85.63,74.2,85.19,84.02,83.6,82.35,81.44,2,11,2,7,3,5,1,1984,4,11,7,9,24.0,18,20,0,0,0
520,1,76.7,75.37,77.81,77.77,77.76,77.77,77.77,77.76,1,6,1,6,4,4,0,1980,6,14,5,3,26.0,7,7,43,23,0
521,1,75.96,82.26,59.33,71.24,68.49,75.56,75.66,73.66,2,30,1,8,3,3,1,1990,6,8,6,2,24.0,13,12,20,0,0
522,1,79.84,69.58,74.05,66.66,72.75,69.41,73.34,55.12,2,34,2,12,3,5,1,1986,5,11,5,4,20.0,15,10,20,10,0
523,1,84.32,77.4,77.81,81.03,84.02,83.6,86.59,81.87,2,35,1,1,3,5,1,1984,6,12,3,6,20.0,15,10,0,0,0
524,1,71.3,87.65,70.44,84.72,87.15,83.6,91.16,88.87,2,5,1,6,3,5,1,1990,5,7,6,7,38.0,13,13,0,0,0
525,1,72.82,74.61,70.44,70.82,77.93,75.03,75.66,74.44,2,6,1,3,2,3,0,1990,5,8,6,2,33.0,23,28,20,15,0
526,1,78.92,81.05,85.17,81.93,84.08,77.45,79.87,73.66,2,35,2,10,3,3,1,1985,5,13,5,2,39.0,26,11,30,20,0
527,1,81.69,85.51,88.92,81.93,88.87,75.23,93.27,85.2,2,35,3,5,5,1,1,1985,5,13,4,6,34.0,18,10,30,20,0
528,1,64.86,63.69,66.69,55.13,61.86,58.63,66.6,66.31,2,12,1,11,3,5,1,1983,6,12,3,4,30.0,16,20,0,0,0
529,1,83.52,85.63,81.56,92.56,88.65,94.17,84.31,84.77,1,39,2,5,6,6,2,1980,6,16,4,2,20.0,8,7,20,30,0
530,1,71.68,72.58,70.44,66.66,71.51,69.74,71.24,69.98,1,20,3,3,3,5,1,1984,6,12,4,4,15.0,10,10,30,0,0
531,1,85.78,76.14,81.56,84.72,82.78,93.84,88.88,96.3,2,18,1,7,3,5,1,1988,6,8,6,5,15.0,9,9,20,6,0
532,1,78.92,77.8,77.81,70.34,77.76,80.52,80.07,81.09,2,15,2,3,3,5,1,1987,6,10,5,5,16.0,8,9,20,5,0
533,1,79.51,79.64,85.17,81.45,85.79,77.77,77.79,78.54,2,10,1,5,4,6,1,1991,5,8,4,8,25.0,18,10,0,17,0
534,1,84.26,79.19,66.84,85.61,85.85,83.6,77.73,84.77,2,38,2,12,3,5,1,1982,6,18,6,6,40.0,30,36,25,0,0
535,1,72.22,80.2,74.05,70.34,72.91,75.03,77.77,73.66,1,5,2,3,4,5,2,1978,5,20,4,2,19.0,12,9,0,20,0
536,1,78.35,78.66,70.44,77.77,77.93,75.03,73.2,73.66,2,40,4,15,4,5,2,1980,6,17,4,2,25.0,15,18,0,13,0
537,1,72.67,75.41,77.81,74.08,80.84,80.85,75.63,77.76,2,30,2,5,3,2,0,1988,5,8,5,2,30.0,10,10,30,20,0
538,1,79.46,81.5,81.56,84.72,82.72,85.81,81.97,88.1,1,10,2,3,3,2,0,1984,5,13,3,4,36.0,20,15,32,12,0
539,1,64.31,66.41,62.94,62.5,60.09,52.81,53.39,62.55,1,15,1,12,5,6,1,1983,5,12,3,5,30.0,11,16,20,0,0
540,1,79.66,85.63,81.56,81.45,87.09,83.6,84.44,82.22,2,40,1,15,4,5,2,1980,5,18,5,4,70.0,50,50,10,0,0
541,1,85.78,80.23,88.92,88.88,87.09,86.34,88.88,84.77,2,38,1,20,3,5,1,1982,6,14,6,3,40.0,35,36,15,0,1
542,1,79.66,82.63,66.84,82.35,80.84,83.6,82.15,81.44,2,20,1,10,3,5,1,1986,6,10,3,6,40.0,30,25,15,8,0
543,1,85.04,80.6,81.56,82.35,87.09,83.6,86.6,73.66,2,34,1,11,3,5,1,1986,6,10,5,5,60.0,45,40,15,7,0
544,1,79.84,75.78,70.44,81.03,74.69,72.49,71.24,74.44,2,15,1,6,3,5,1,1983,5,14,3,5,11.0,7,7,20,6,0
545,1,81.87,77.8,77.81,92.61,81.31,77.77,81.97,93.32,1,25,1,1,4,5,2,1980,6,16,3,2,15.0,8,10,25,10,0
546,1,82.23,81.21,74.2,88.88,84.02,83.6,88.88,85.54,2,34,2,12,3,5,1,1986,5,12,6,4,20.0,15,16,18,6,0
547,1,78.61,80.52,81.41,78.19,80.78,80.52,79.86,78.54,1,7,3,3,3,5,1,1987,5,10,4,2,17.0,9,12,30,5,0
548,1,77.81,77.8,74.05,77.77,77.76,77.77,77.77,77.76,2,8,1,10,3,2,0,1990,5,6,3,5,11.0,16,10,50,20,0
549,1,73.93,77.8,70.44,84.72,77.76,74.7,68.96,74.44,2,25,1,1,3,5,1,1982,3,15,6,2,26.0,15,18,15,10,0
550,1,72.82,75.37,81.56,77.77,71.45,71.62,73.38,66.31,2,28,1,9,2,3,0,1992,6,5,5,4,20.0,16,15,0,0,0
551,1,78.74,78.78,74.05,74.08,74.69,72.49,73.38,76.99,1,25,2,15,4,5,2,1980,5,17,1,2,25.0,15,18,0,13,0
552,1,82.41,82.63,85.17,81.45,85.63,80.85,82.35,81.44,2,31,1,6,5,6,1,1989,5,8,6,2,27.0,14,11,0,0,1
553,1,81.69,88.95,85.17,88.88,82.78,83.6,88.87,88.87,2,30,1,10,3,5,1,1990,5,6,3,5,20.0,15,15,20,0,0
554,1,68.73,70.96,62.94,70.34,68.12,69.41,71.04,63.33,1,8,2,10,1,1,0,1989,5,8,4,2,20.0,15,10,0,0,0
555,1,84.12,82.34,74.2,88.88,85.63,86.14,82.03,85.54,1,7,2,5,5,3,1,1992,5,6,2,4,25.0,15,10,40,10,0
556,1,77.81,77.8,70.44,81.03,85.85,86.14,82.35,77.34,1,15,1,11,1,1,0,1990,6,8,7,9,28.0,20,20,10,5,0
557,1,86.51,90.79,62.94,91.67,74.58,85.81,88.87,89.22,2,31,1,3,5,6,1,1988,5,8,6,2,25.0,13,17,0,20,0
558,1,86.89,92.07,81.56,92.14,92.11,94.17,93.32,92.98,2,29,1,10,4,5,2,1990,6,7,5,7,25.0,10,7,25,30,0
559,1,66.32,72.85,44.32,63.4,46.21,61.38,70.9,59.23,2,25,1,6,4,2,0,1995,5,3,2,5,35.0,24,25,30,0,0
560,1,80.19,85.22,77.81,85.19,80.78,86.14,80.05,85.54,1,20,1,8,3,3,1,1985,6,11,3,2,30.0,22,15,50,0,0
561,1,78.95,84.87,81.41,88.88,84.02,80.52,84.44,84.77,2,31,1,8,6,6,2,1989,6,9,4,3,35.0,26,31,13,5,0
562,1,87.07,88.92,81.56,85.61,83.85,83.06,82.21,88.87,1,14,2,10,3,5,1,1982,6,14,5,2,34.0,26,12,30,15,0
563,1,85.04,81.46,77.81,77.77,71.51,72.49,75.49,74.44,1,20,1,10,4,4,0,1986,6,11,5,5,50.0,40,40,10,5,0
564,1,72.28,77.8,81.56,77.77,80.84,77.77,84.44,74.09,1,20,2,10,4,6,1,1986,6,10,3,2,60.0,55,50,15,10,0
565,1,77.21,81.36,81.56,81.45,82.61,78.31,84.44,81.44,2,34,2,12,3,5,1,1986,5,12,5,3,80.0,60,60,10,0,0
566,1,67.62,66.69,66.69,70.82,69.73,69.41,71.24,66.66,3,6,2,6,2,3,0,1990,5,6,2,2,50.0,20,30,20,8,0
567,1,72.82,82.87,51.96,78.19,71.9,80.85,80.3,73.66,2,5,2,2,5,3,1,1991,6,4,7,9,48.0,19,18,30,20,0
568,1,96.34,99.03,81.56,99.98,99.98,99.99,99.99,95.88,2,36,1,2,3,2,0,1983,4,14,7,9,70.0,43,30,0,30,0
569,1,65.39,55.76,40.7,60.13,71.2,78.31,61.95,59.57,2,18,1,4,3,2,0,1995,6,3,4,2,22.0,8,7,30,20,0
570,1,64.99,71.11,88.77,64.29,77.93,64.12,53.53,69.98,2,7,1,5,1,1,0,1994,6,4,5,5,35.0,21,13,20,20,0
571,1,79.27,83.48,77.81,84.72,84.08,77.45,82.16,81.87,2,5,1,2,4,5,2,1975,8,20,9,11,80.0,75,66,0,0,0
572,1,90.06,88.6,77.81,92.61,81.31,83.27,91.24,77.76,2,18,1,15,3,5,1,1980,4,16,5,1,30.0,20,22,30,0,0
573,1,85.19,88.92,92.67,81.93,88.87,91.63,93.26,88.87,2,8,1,10,3,5,1,1990,6,6,4,2,50.0,10,19,30,20,0
574,1,72.1,69.98,70.44,69.92,72.97,66.66,68.96,70.76,2,37,1,8,4,5,2,1982,5,14,3,8,20.0,7,10,30,30,0
575,1,63.92,58.01,59.33,74.5,59.7,58.83,53.6,76.99,1,30,2,10,3,5,1,1990,6,8,2,4,25.0,10,14,0,31,0
576,1,66.69,70.35,62.94,77.77,69.67,77.77,79.87,73.66,2,40,2,18,3,5,1,1980,3,18,2,3,30.0,11,15,0,25,0
577,1,66.69,70.35,66.69,70.34,67.9,75.03,82.15,66.66,2,40,2,18,3,5,1,1980,5,18,2,3,30.0,9,20,0,0,0
578,1,77.81,77.8,77.81,77.77,77.76,77.77,75.68,73.66,2,12,2,3,4,5,2,1987,6,9,7,9,25.0,22,10,30,0,0
579,1,57.41,55.58,55.58,55.55,55.55,63.59,59.93,59.23,1,17,1,8,5,6,1,1987,5,9,4,1,30.0,25,26,10,0,0
580,1,66.51,70.38,62.94,66.66,66.65,75.03,82.15,66.66,2,40,1,18,3,5,1,1980,6,18,2,3,30.0,13,13,0,30,0
581,1,75.78,73.35,70.44,77.77,74.52,74.7,75.49,73.66,2,36,1,12,3,5,1,1984,3,12,3,7,7.0,18,22,0,0,0
582,1,74.98,87.21,66.69,74.93,68.43,72.49,88.87,70.33,2,29,2,5,3,2,0,1990,6,6,4,2,11.0,14,20,0,0,0
583,1,88.92,85.63,77.81,85.61,80.78,86.14,91.04,88.87,2,13,2,12,3,5,1,1984,6,12,4,1,24.0,15,19,30,10,0
584,1,79.64,78.56,74.05,81.93,80.94,75.23,66.67,70.33,2,10,2,3,3,5,1,1990,6,7,4,7,21.0,7,11,0,20,0
585,1,63.17,70.46,85.31,62.97,77.76,66.66,73.41,77.76,1,10,1,8,3,5,1,1990,6,7,6,3,27.0,18,15,0,20,0
586,1,86.89,84.46,81.56,81.45,81.0,83.06,86.59,84.77,2,13,1,6,2,3,0,1988,6,9,2,6,25.0,12,7,20,30,0
587,1,73.21,74.8,74.05,81.45,74.69,83.06,80.05,81.87,2,10,2,5,3,5,1,1992,4,6,6,4,30.0,18,26,10,10,0
588,1,75.78,82.22,81.56,85.61,74.69,83.06,79.87,81.87,1,8,2,5,3,5,1,1991,6,7,6,4,35.0,20,28,10,10,0
609,1,79.9,71.72,70.44,70.82,60.34,71.95,64.37,69.98,1,30,1,1,3,5,1,1990,6,5,5,8,8.0,5,4,0,0,0
610,1,80.38,77.8,77.81,81.03,79.54,77.77,77.77,81.09,1,15,1,10,3,5,1,1980,6,15,4,7,17.0,8,12,0,0,0
611,1,75.96,77.8,70.44,77.77,77.76,77.77,77.77,74.44,2,10,2,8,3,5,1,1993,6,6,4,8,30.0,19,16,20,0,0
612,1,75.59,77.8,77.81,77.77,77.76,77.77,77.77,77.76,1,6,2,4,1,1,0,1990,6,6,3,2,50.0,40,30,10,10,0
613,1,79.66,77.8,85.17,84.72,82.08,78.31,77.77,78.54,2,26,1,6,1,1,0,1993,4,6,4,4,80.0,75,66,0,0,0
614,1,77.81,72.22,81.56,70.34,76.46,77.24,71.06,81.09,2,15,2,7,5,6,1,1988,4,10,4,5,8.0,5,4,20,0,0
615,1,88.18,80.23,81.41,85.19,75.99,80.52,73.34,81.44,2,27,1,8,3,5,1,1993,6,5,3,8,18.0,10,10,0,30,0
616,1,65.59,66.69,55.58,66.66,72.81,69.41,66.67,67.01,2,20,1,6,2,3,0,1987,4,8,2,2,20.0,8,15,0,0,0
617,1,77.81,80.05,77.81,84.72,71.67,83.06,86.79,81.09,2,6,2,4,3,5,1,1990,6,5,5,8,20.0,13,5,30,25,0
618,1,88.92,81.36,81.56,85.61,83.85,80.85,84.49,88.87,2,31,2,8,6,6,2,1989,4,8,4,2,12.0,5,8,0,0,0
619,1,76.15,73.39,70.44,77.77,74.69,77.77,84.49,77.76,1,8,1,4,3,5,1,1989,6,7,6,2,30.0,7,12,0,0,0
620,1,77.81,77.8,74.05,77.77,77.76,77.77,77.77,77.76,1,12,3,9,3,5,1,1984,6,13,7,9,50.0,40,30,10,10,0
621,1,66.69,69.12,66.69,66.66,64.88,66.66,66.67,66.66,2,10,1,2,2,3,0,1990,5,5,4,4,10.0,5,7,0,0,0
622,1,90.03,86.52,77.81,85.19,82.61,77.77,77.77,77.76,2,27,1,8,3,5,1,1993,6,5,4,8,11.0,6,6,20,0,0
623,1,86.83,72.05,77.66,89.77,77.93,78.31,88.82,70.33,2,12,2,10,5,6,1,1983,5,14,4,3,20.0,6,7,20,20,0
624,1,80.05,76.14,62.94,73.61,85.32,72.49,73.32,78.54,2,25,1,4,3,5,1,1994,6,3,4,5,24.0,11,6,35,20,0
625,1,76.52,74.52,66.69,77.77,71.67,75.03,66.67,77.76,2,41,1,5,3,5,1,1979,5,16,6,4,32.0,22,21,0,0,0
626,1,62.12,62.67,70.3,64.86,66.18,63.92,62.08,55.55,1,3,2,1,4,5,2,1992,5,8,1,8,30.0,15,20,20,15,0
627,1,78.92,82.83,85.17,85.61,82.61,86.14,93.32,89.22,1,6,2,5,3,5,1,1990,6,6,3,3,10.0,3,4,20,25,0
628,1,78.35,73.54,81.41,81.93,77.93,72.49,64.31,81.44,1,5,2,2,3,5,1,1992,6,5,4,7,10.0,5,3,20,30,0
629,1,67.56,86.69,55.58,67.55,69.9,66.66,88.94,77.34,2,32,2,12,4,5,2,1988,5,10,3,4,25.0,15,20,10,0,0
630,1,62.4,69.12,66.69,69.92,72.97,64.12,66.47,55.55,2,10,1,2,2,3,0,1985,6,11,4,2,15.0,10,7,0,0,0
631,1,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,35,1,12,3,5,1,1981,8,14,1,6,19.0,9,6,20,25,0
632,1,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,25,1,12,3,5,1,1981,8,14,1,6,18.0,11,5,20,25,0
633,1,83.93,80.23,81.56,81.93,77.93,77.77,82.16,81.87,2,15,3,10,2,3,0,1985,5,13,3,3,25.0,12,10,35,0,0
659,1,81.69,83.52,85.17,78.19,84.02,83.6,84.44,81.87,2,32,1,10,5,6,1,1987,6,8,4,4,15.0,11,7,0,0,0
660,1,90.64,86.93,85.31,95.82,90.4,89.42,84.31,85.54,1,10,1,12,5,5,1,1975,5,20,7,9,20.0,15,7,36,11,0
661,1,80.64,79.07,74.2,88.88,80.84,77.77,75.49,74.44,2,25,2,6,1,1,0,1995,6,3,4,5,25.0,15,10,18,30,0
662,1,75.78,75.5,74.2,65.34,65.33,66.87,66.79,65.88,1,30,1,10,3,5,1,1990,6,7,3,7,20.0,10,7,18,33,0
663,1,82.23,88.71,81.56,88.88,88.87,80.52,84.31,85.2,1,5,3,5,4,3,2,1995,5,3,4,4,24.0,9,8,20,33,0
664,1,90.03,86.89,92.53,92.56,88.87,83.6,86.79,89.65,1,9,1,5,3,5,1,1989,6,9,4,7,29.0,17,14,25,0,0
665,1,63.14,75.37,66.69,74.5,61.64,66.66,64.37,73.66,1,2,2,2,1,1,0,2000,4,1,4,8,20.0,15,10,50,7,0
666,1,70.38,79.07,77.81,77.77,72.75,77.45,77.76,74.44,2,10,2,5,2,3,0,1990,6,8,3,4,30.0,15,9,30,25,0
667,1,54.47,53.51,44.45,55.55,47.45,52.48,57.64,55.55,2,28,2,5,3,5,1,1991,6,6,5,5,30.0,11,10,20,28,0
668,1,73.93,72.77,66.69,74.08,71.67,71.95,75.49,65.88,2,10,2,6,3,5,1,1974,6,22,6,2,35.0,22,19,20,0,0
669,1,80.95,81.97,74.05,81.93,82.78,75.03,75.48,77.76,2,34,1,9,3,3,1,1986,5,12,4,2,36.0,32,32,14,13,0
670,1,70.56,86.52,77.81,88.88,84.02,77.77,88.88,88.87,2,10,2,8,3,5,1,1985,6,10,2,4,50.0,10,30,0,0,0
671,1,72.82,81.97,66.69,77.77,62.11,75.03,73.2,73.66,2,42,2,6,6,6,2,1976,6,21,6,2,40.0,20,19,10,30,0
672,1,87.07,86.89,77.81,85.19,85.79,80.85,82.16,85.54,1,12,2,8,3,5,1,1987,6,10,5,4,10.0,6,7,25,15,0
673,1,72.41,76.06,77.81,81.45,71.61,67.2,77.59,74.09,2,20,3,10,3,5,1,1987,6,10,4,6,19.0,10,7,20,30,0
674,1,76.76,72.09,74.2,78.66,77.6,69.41,79.93,73.66,1,15,2,7,3,5,1,1989,6,7,3,7,20.0,10,15,25,13,0
675,1,99.04,88.95,92.67,96.72,88.65,96.92,95.42,92.98,1,13,1,5,3,5,1,1988,6,8,3,3,30.0,20,26,10,0,1
676,1,85.24,85.63,85.17,86.09,84.02,86.14,84.51,85.54,1,10,1,8,4,6,1,1988,6,10,6,7,30.0,15,10,40,15,0
677,1,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,28,2,4,2,3,0,1992,6,5,3,2,24.0,13,14,20,8,0
678,1,77.81,74.15,77.81,74.08,74.69,77.77,68.95,66.66,2,20,1,12,5,6,2,1980,5,17,5,1,30.0,25,20,0,0,0
679,1,90.95,82.63,81.56,93.03,88.87,75.03,89.08,88.87,2,29,3,5,4,4,0,1992,5,7,5,4,30.0,11,14,15,25,0
680,1,71.3,85.22,70.44,78.66,80.84,83.6,86.59,78.11,2,30,2,5,3,2,1,1989,5,8,4,3,50.0,10,25,10,25,0
681,1,80.95,86.89,77.81,88.88,80.78,88.88,82.16,81.44,2,35,2,10,3,5,1,1984,6,13,4,8,15.0,9,13,0,0,0
682,1,84.5,83.89,77.81,85.19,77.76,83.06,77.77,81.87,2,5,2,10,4,5,2,1985,5,12,4,1,20.0,8,7,20,30,0
683,1,96.16,90.18,92.53,95.82,85.79,94.7,93.27,99.98,2,30,2,5,4,5,2,1986,6,10,1,3,11.0,12,10,0,35,0
